Date,earnings_per_share,sales_per_share,operating_margin,operating_sales_cont,earnings_beat,earnings_miss
2022-12-31,5.39,65.1076121792984,0.0926158984819489,0.030288066762643062,,
2022-09-30,5.76,68.2350246343903,0.10258661204427873,0.03277431950267923,0.5357142857142857,0.39285714285714285
2022-06-30,8.84,73.2183351398481,0.1375338565233169,0.03600480536771606,0.75,0.21428571428571427
2022-03-31,8.31,66.8940665115713,0.1355875113143417,0.034616642856640505,0.75,0.25
2021-12-31,6.95,64.8191111675595,0.12218618640922958,0.03285603231343971,0.6428571428571429,0.32142857142857145
2021-09-30,7.18,62.5848391678059,0.12830583423677935,0.03407591603267547,0.6071428571428571,0.32142857142857145
2021-06-30,8.0,61.1591760541045,0.14274227619216126,0.03445801426545893,0.7142857142857143,0.21428571428571427
2021-03-31,5.54,53.0894873974974,0.11000294571077913,0.03156407461856039,0.8214285714285714,0.10714285714285714
2020-12-31,5.63,50.4972343924814,0.10158972192670837,0.02976293188823354,0.7857142857142857,0.21428571428571427
2020-09-30,2.3,47.4548194619445,0.08091907299488128,0.030161503494622113,0.8571428571428571,0.14285714285714285
2020-06-30,1.42,44.6758397415837,0.08102813558601228,0.031213706614990865,0.8571428571428571,0.14285714285714285
2020-03-31,2.01,47.1760779218731,0.06952676323436446,0.031506393664032545,0.8571428571428571,0.10714285714285714
2019-12-31,0.85,48.6237872054878,0.07588878226218335,0.029273840738482833,0.5714285714285714,0.39285714285714285
2019-09-30,4.5,49.5894622662154,0.08509872475215417,0.031083528720075252,0.5714285714285714,0.32142857142857145
2019-06-30,2.83,52.948135795092,0.09594294348075778,0.03374456774905517,0.75,0.14285714285714285
2019-03-31,3.1,48.8420716002379,0.08292031577096892,0.031016372643385318,0.68,0.2
2018-12-31,4.71,48.877769237742,0.08797455503921943,0.030518664939571855,0.52,0.4
2018-09-30,4.35,53.4042539709699,0.0966215163834127,0.030739290720367168,0.6956521739130435,0.2608695652173913
2018-06-30,5.7,55.6154340414953,0.11921151231245058,0.03234691771033671,0.8333333333333334,0.08333333333333333
2018-03-31,4.47,49.3221309768702,0.11130905926539461,0.0325966760064811,0.72,0.24
2017-12-31,3.65,46.993305549469,0.07596826735761172,0.030128689285722956,0.8,0.04
2017-09-30,3.45,43.9128737582599,0.0933666974876314,0.030135801064970272,0.72,0.16
2017-06-30,4.39,46.5335044945513,0.10508557335441132,0.03162224128384636,0.56,0.28
2017-03-31,4.09,44.5218016925012,0.10376938543298318,0.03167831346340621,0.76,0.12
2016-12-31,1.65,42.3616616126153,0.06397293913496921,0.02864771479299199,0.6,0.28
2016-09-30,2.59,44.9824398019704,0.08292124696705784,0.03248122982339156,0.5769230769230769,0.34615384615384615
2016-06-30,4.95,47.1814085875258,0.10406641401753625,0.033752840413539785,0.5769230769230769,0.34615384615384615
2016-03-31,1.07,44.3434659681791,0.037660565396453065,0.03346091164397218,0.7777777777777778,0.14814814814814814
2015-12-31,0.01,43.3786204481086,0.00806849079994799,0.0310073719039401,0.7037037037037037,0.18518518518518517
2015-09-30,0.8,44.027386860275,0.028391419276528745,0.03344058285651892,0.6785714285714286,0.25
2015-06-30,3.31,49.1224642337774,0.07715410981751877,0.0371863877134886,0.5714285714285714,0.32142857142857145
2015-03-31,2.87,46.2163850073618,0.06685940493848219,0.03603000501784522,0.5517241379310345,0.3448275862068966
2014-12-31,1.11,48.4734291441317,0.062302173651059056,0.03483510559432016,0.7931034482758621,0.06896551724137931
2014-09-30,3.42,49.8949054879955,0.07836471402758202,0.03709523521135852,0.6666666666666666,0.16666666666666666
2014-06-30,4.27,54.4114414215611,0.0825194092031679,0.04079853277259841,0.7,0.23333333333333334
2014-03-31,4.3,52.3009385884126,0.08470211280264628,0.041265993679064236,0.5806451612903226,0.25806451612903225
2013-12-31,1.63,50.8952642158527,0.059534026331986796,0.038995660050487255,0.6774193548387096,0.25806451612903225
2013-09-30,2.1,50.3616370368061,0.06711457766016966,0.04027677243813878,0.6451612903225806,0.25806451612903225
2013-06-30,3.51,52.1168422802788,0.06024923734084686,0.04091371963429962,0.5666666666666667,0.3
2013-03-31,4.15,51.0166377475519,0.08781448950376937,0.04097217111927802,0.5,0.3333333333333333
2012-12-31,1.18,48.6287293251699,0.057373491734564304,0.03670942734391589,0.5,0.3333333333333333
2012-09-30,2.04,48.382563750108,0.0659328434201232,0.038981001803059974,0.3870967741935484,0.41935483870967744
2012-06-30,4.13,50.7345735161582,0.0879084949552115,0.039424532011474625,0.5333333333333333,0.2
2012-03-31,3.83,50.2553092610204,0.08417021131100513,0.03911016868432185,,
2011-12-31,0.94,46.4758645142644,0.04023593793346348,0.0354531226217569,,
2011-09-30,3.89,50.0901982348939,0.0782588238444871,0.038765249136000476,,
2011-06-30,5.06,53.5032420603047,0.101676081495556,0.03998260917874825,,
2011-03-31,4.66,49.8750234516085,0.09944857479240016,0.03905840157254229,,
2010-12-31,2.83,45.417926797732484,0.07519575983961438,0.035288132340019915,,
2010-09-30,4.0,117.58509680908894,0.07738779339723571,0.14220643614417786,,
2010-06-30,3.24,,,,,
2010-03-31,2.69,,,,,
2009-12-31,1.47,,,,,
2009-09-30,2.41,,,,,
2009-06-30,1.18,,,,,
2009-03-31,0.82,,,,,
2008-12-31,-11.16,,,,,
2008-09-30,2.95,,,,,
2008-06-30,4.52,,,,,
2008-03-31,4.27,,,,,
