,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials ,Information Technology,Communication Services,Utilities
2016-03-31,0.0649301100849423,0.03346091164397218,0.11740380356301952,0.16233030879795432,0.13407632939990374,0.16629413019671646,0.1426003277548168,0.11248982399927161,0.03353571680929819,0.03284989293678842
2015-12-31,0.07697617925684336,0.0310073719039401,0.11841956051719464,0.16713120536996917,0.13062737182143497,0.15677618967554452,0.13533246240378474,0.12170025805147848,0.033174678438464,0.0288547225613449
2015-09-30,0.08979836817089444,0.03344058285651892,0.12141606279002728,0.15731684820018332,0.13080655038229377,0.1527246732982333,0.13810462651512725,0.11006900207297861,0.031962584198654075,0.03431301640597429
2015-06-30,0.10051496704970346,0.0371863877134886,0.11894779104904823,0.15671235639579173,0.1281588372294184,0.1510228076272961,0.13948866816144617,0.10856175867746823,0.02927515737635894,0.03026225283010953
2015-03-31,0.09424340602885094,0.03603000501784522,0.11630265200834079,0.1516795115202351,0.13083613535847147,0.1475248880762357,0.14218643851813742,0.11376017122915984,0.03039825966547407,0.03703853257725015
2014-12-31,0.11708451823082563,0.03483510559432016,0.11383995030022923,0.15574534359591605,0.1318722437666169,0.13537623478115543,0.12757127870822724,0.12255621465358327,0.02895155679136044,0.03216755357776304
2014-09-30,0.13874476611078126,0.03709523521135852,0.11348239827019015,0.14629941997448687,0.1301604283293369,0.13244752428054773,0.13093174140241132,0.10929316494555597,0.02752376794774578,0.03402155352758603
2014-06-30,0.14429757722674313,0.04079853277259841,0.11219613940335088,0.1452477091624299,0.1286030657241671,0.1326652284394442,0.13143349366380663,0.10683092106731937,0.02743487139538228,0.03048648710798235
2014-03-31,0.14281693558414194,0.041265993679064236,0.10938042041686237,0.14354022341391426,0.13182436782894932,0.12771521331915625,0.13317521054982878,0.10496935273810323,0.028213399958758885,0.03740079137597927
2013-12-31,0.14023996957617801,0.038995660050487255,0.11240604833535871,0.15093087192246452,0.13296940067819854,0.12443515277011502,0.12897051802523576,0.11109265755071164,0.027966068379340805,0.03199365271190934
2013-09-30,0.1487880633960794,0.04027677243813878,0.1141373785152088,0.14377515695562912,0.13307150400488116,0.12416150006242449,0.13021989712900106,0.10135802998093128,0.02833671309811803,0.035288628113013115
2013-06-30,0.14566469522664643,0.04091371963429962,0.11159181579255008,0.14170816749805148,0.1305933080018605,0.12336250247147476,0.1356524967775833,0.10644006076775095,0.031870229051498986,0.03220300477828261
2013-03-31,0.14528702302803828,0.04097217111927802,0.10781330656989148,0.13013528783354433,0.13512376159513653,0.1236922031720532,0.13905789767778234,0.11106066422931031,0.03260492054889221,0.034252764226075684
2012-12-31,0.1436491738438599,0.03670942734391589,0.10636484198276594,0.1359224482392003,0.1442758009021107,0.11706540755105746,0.14141933727605924,0.11229884740889522,0.03138781735463123,0.03090689809749875
2012-09-30,0.15477381798806553,0.038981001803059974,0.11185800470593746,0.12626775450895228,0.1369415040797623,0.12023612682796632,0.1359301139297808,0.10718694712358073,0.032565768879540394,0.0352589601533599
2012-06-30,0.15858202920007106,0.039424532011474625,0.1181421899709814,0.1259354490914072,0.1346590246383428,0.12222167374636009,0.13082379679156525,0.10718313795122013,0.0321920932357589,0.03083607336281862
2012-03-31,0.15972739469305414,0.03911016868432185,0.11368922611246453,0.12327404171207389,0.13780522122387617,0.12222964862710667,0.1311259821301332,0.1078763083638003,0.03217458516509212,0.03298742328807228
2011-12-31,0.15586504620722091,0.0354531226217569,0.1147884859859994,0.1322687809014541,0.1402123171327205,0.12057736576449052,0.12390867797592958,0.11224383750523038,0.03178967244717636,0.03289269345801798
2011-09-30,0.16262523224734318,0.038765249136000476,0.1151665900268665,0.12278893454937105,0.13808551287602838,0.12056624178541192,0.13022567338942884,0.10252121057457943,0.03147592054377334,0.03777943487119408
2011-06-30,0.15832807457776898,0.03998260917874825,0.11378936542229785,0.12537061159875382,0.13917290683996647,0.12152689121974707,0.13609038004700508,0.10044563651524042,0.031538728043227805,0.03375479655724367
2011-03-31,0.15296539754144148,0.03905840157254229,0.11051253604858326,0.12578426869824,0.13889063059434842,0.1245762398706845,0.13638780797416744,0.10097545389627545,0.03281084413355762,0.03803841967015992
2010-12-31,0.13892147074421446,0.035288132340019915,0.1156220285544206,0.13342093735350413,0.14220643614417786,0.12200013759655715,0.14018241971484496,0.1048854711190837,0.03237024793946684,0.03510639350446414
