,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials ,Information Technology,Communication Services,Utilities
2016-03-31,-0.04588820106440801,0.037660565396453065,0.07886086797481308,0.07315979067404173,0.06124261171257618,0.08639210269985019,0.1483998329529988,0.15165939675373402,0.10135588387414242,0.11452861832848478
2015-12-31,-0.10920416476123491,0.00806849079994799,0.09184248407549461,0.07330724874904443,0.06308040641697202,0.076349084808494,0.13461834241240705,0.18324819038085183,0.1195504469603807,0.005325405002505907
2015-09-30,-0.05227226930920801,0.028391419276528745,0.10033085616124293,0.0771857781575891,0.06602284738788608,0.08138613055335461,0.15839351736344345,0.16983207649166016,0.10383841959380871,0.1208418870315924
2015-06-30,-0.00531001732340752,0.07715410981751877,0.0927804469234017,0.07489309966578242,0.07005737840208509,0.08428255420528671,0.15437578463254045,0.16964613553249655,0.10859395841841592,0.0971485202957844
2015-03-31,-0.005480254550242959,0.06685940493848219,0.0873925547787918,0.06739261282163715,0.06387208640900342,0.09247581476243899,0.16410848089826408,0.17285928381199075,0.10785679186112297,0.10571960544150671
2014-12-31,0.05724398321493314,0.062302173651059056,0.08797754780358694,0.07237998537999202,0.06014666512537901,0.07925339226432516,0.13314343685099814,0.18599631446106765,-0.045710010998056175,0.07931344004976618
2014-09-30,0.08936523685913927,0.07836471402758202,0.09435219001420098,0.07019871184252925,0.06834857566209782,0.08567252889367857,0.15294271731326378,0.1588696147211697,0.10154025134044443,0.12529501770951412
2014-06-30,0.08278427957873342,0.0825194092031679,0.0960014018186465,0.07180738527525789,0.06824160787657768,0.09119242159916083,0.15599986981776295,0.16200312055860117,0.10849588589377837,0.08143428144119935
2014-03-31,0.0851649065343297,0.08470211280264628,0.08469609475677654,0.06726415730938716,0.06157210133276661,0.0890374115177731,0.15082112913402865,0.1638444553505815,0.10608956600314556,0.08650611471189108
2013-12-31,0.06763668640247762,0.059534026331986796,0.09104587830327429,0.06695533456670345,0.06956813981702173,0.08104175842017045,0.14325117677153226,0.17945206288830418,0.1880474728515831,0.0779549778890058
2013-09-30,0.07180549701668502,0.06711457766016966,0.09206427359639634,0.07102710785544919,0.06833505898140751,0.08899143789862723,0.14423113972582488,0.16517238115194097,0.08584681390879921,0.11719169357703933
2013-06-30,0.0832255400424957,0.06024923734084686,0.0891733398768647,0.07090700163151793,0.06564150116400541,0.0888115927941691,0.14772005681412304,0.14851739431435795,0.07075591480794549,0.0897386033004962
2013-03-31,0.0833872678734034,0.08781448950376937,0.0822870794542818,0.06834747766102116,0.062198329089590325,0.08960414485764313,0.14091084394381295,0.15950790178388866,0.07016499549163667,0.07585334928367715
2012-12-31,0.07425833669478799,0.057373491734564304,0.0698200873738913,0.07049535342474755,0.06390909535852636,0.07933948342477481,0.09535843302791736,0.16979664313973483,-0.095844657947947,0.08207770724740998
2012-09-30,0.07188133983093,0.0659328434201232,0.08433320117974005,0.07244364639439871,0.06578102358554154,0.09111293076617419,0.11692578731182765,0.14031636504972886,0.07172501990990529,0.10557123877174246
2012-06-30,0.08398114796210301,0.0879084949552115,0.08956477952863344,0.0677615196698314,0.06505008499979807,0.09069507880087571,0.12422290472037942,0.16488375052701723,0.07909397842169626,0.08771808171724894
2012-03-31,0.07934032435719138,0.08417021131100513,0.08282728615068355,0.06440488456660849,0.059231334009067986,0.09441926000152775,0.11083063603224808,0.16699553928381258,0.06604875676754779,0.09006049597590009
2011-12-31,0.06997939372050256,0.04023593793346348,0.07965108687012501,0.06728872101025986,0.06288721680962532,0.08346851554907966,0.1155525257893754,0.1765659743591058,0.04286806786054562,0.06873091290858917
2011-09-30,0.09692429776592132,0.0782588238444871,0.08169412705121894,0.0693495668453117,0.06463546933457412,0.08966656358322844,0.12501225336036753,0.1560890390380355,0.07097130209769832,0.10798168376846255
2011-06-30,0.09316063315315216,0.101676081495556,0.08540353093445413,0.07211108256358441,0.06407093005699435,0.09726835984517539,0.10648850097313485,0.16623729113678282,0.06515234099546745,0.08484628386802434
2011-03-31,0.08410924936937302,0.09944857479240016,0.07537284572878512,0.066464043797611,0.06193010894444826,0.09368116708909183,0.10391595579031206,0.16284085567151949,0.07038146277554967,0.08616935066537042
2010-12-31,0.07738779339723571,0.07519575983961438,0.08191999748205164,0.06776095292004052,0.06444117435927828,0.08715917510740813,0.09094978622614142,0.17277438384070834,0.06041444833325978,0.06321369701087742
