,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials ,Information Technology,Communication Services,Utilities
2023-03-31,0.1318134602055732,0.10630243792630376,0.1077085387332996,0.06743083923290254,0.06678532633187767,0.0800515002153214,0.17048340193827397,0.2074623849010287,0.15163638298590448,0.11796754509438043
2022-12-31,0.13320591695407882,0.0926158984819489,0.10457015008025908,0.05940332647000736,0.07256688295292858,0.08140043479025504,0.14567128241719957,0.20183817059049652,0.11149839847893424,0.0706277804057223
2022-09-30,0.153416993152352,0.10258661204427873,0.09304147940152169,0.06925574105760526,0.05704068509690463,0.0887898656672218,0.1212613042530951,0.2037258172244951,0.13765191075587724,0.12744985753111157
2022-06-30,0.15497676871483212,0.1375338565233169,0.09564452685441942,0.0578431747595157,0.06752188782155068,0.09209394463269858,0.06323194284104314,0.20003647041753422,0.14740328167980093,0.09313345514541468
2022-03-31,0.1097718233441687,0.1355875113143417,0.07844742076325399,0.042734193590156705,0.06981897080129758,0.09413320358726686,0.1791429810449161,0.22990583995833136,0.16000822032354667,0.1290302153985733
2021-12-31,0.10442634754598704,0.12218618640922958,0.0852722119359101,0.08643565184840675,0.07336725075403931,0.08967230463335697,0.2396232533564964,0.24436698827978065,0.16758056231030205,0.08483320885231971
2021-09-30,0.09008701399851053,0.12830583423677935,0.09478553254976824,0.07296153531661663,0.07774461327554771,0.10607543267668383,0.2030395822712523,0.235711199304423,0.1788392468898012,0.14799613297697176
2021-06-30,0.06095325035037046,0.14274227619216126,0.09373248425159761,0.08234374727350678,0.08018862436465427,0.09585420121467982,0.2527756189804711,0.22408639947980483,0.18521600933365492,0.11487431298580518
2021-03-31,0.04036356340266267,0.11000294571077913,0.06809174991968128,0.07865918968082981,0.07192087743289567,0.09951999244865266,0.24445815042545752,0.2202411541480191,0.19216598886171918,0.145657718114034
2020-12-31,-0.12525139145733938,0.10158972192670837,0.03486888825519691,0.06240819630444733,0.06739981684712265,0.07245244865903729,0.2325954854259872,0.22492457791575876,0.1213602041629784,0.12841386021650758
2020-09-30,-0.025426537205925828,0.08091907299488128,0.057530793752553024,0.07968802520506456,0.0865971467834558,0.0845149124211568,0.19703318780337756,0.19324603347350042,0.1328230273621897,0.16467482040769582
2020-06-30,-0.17227252607663088,0.08102813558601228,0.028916164448901122,0.0347050848180369,0.07943107496941529,0.09088348717896383,0.12859652083975842,0.1812874131040671,0.11819217114287542,0.15218396590484753
2020-03-31,-0.10919471947341373,0.06952676323436446,0.04599451855442578,0.030699791559563375,0.07000718156105355,0.0803929146482193,-0.022529455261757494,0.18312953241725663,0.1178192472886994,0.11843234202222318
2019-12-31,0.004629083658041869,0.07588878226218335,0.08603492011178139,0.06380129806273938,0.07775244634013918,0.07705593914786092,0.1874503164330388,0.20182225560256375,0.132303742984259,0.10833021682080159
2019-09-30,0.06571371358962216,0.08509872475215417,0.10284176265779407,0.07400179228345388,0.07385992278815556,0.0804910592353293,0.17333905284334308,0.19220765249630503,0.13147264403470524,0.1629157456235184
2019-06-30,0.0546879090059559,0.09594294348075778,0.09658931540130129,0.07185123928063629,0.07651697076087766,0.0897235512828772,0.17366556677918796,0.20426904085952283,0.14932376887019053,0.1241145205289101
2019-03-31,0.04152529928682669,0.08292031577096892,0.09177605662086702,0.06905614216345331,0.07107405851954972,0.08925402413595387,0.18624628619599728,0.19149795585562254,0.1521785527817132,0.13259653577732
2018-12-31,0.08934618313744896,0.08797455503921943,0.09323438892588654,0.06518681764391804,0.07080828175636052,0.08141366159667288,0.08512092924240647,0.20769789153933885,0.14844106095470633,0.07471614354737482
2018-09-30,0.08046851802384052,0.0966215163834127,0.10457443399301276,0.07829943534495935,0.07786539271273848,0.08718567140361357,0.1773409272243946,0.22094455894625534,0.16160826629797653,0.1513414230293036
2018-06-30,0.06335098531427728,0.11921151231245058,0.10347430237676185,0.08300869140912691,0.07935938185957235,0.08350843355631839,0.1673575066374353,0.21623938766513848,0.1579807116905095,0.1166262705690813
2018-03-31,0.06652080512184867,0.11130905926539461,0.10278535581386876,0.07734623086834104,0.06436910663245017,0.09073259071776622,0.15519746168433016,0.22916155541130565,0.1360477094542853,0.13075957616203968
2017-12-31,0.03094077313551279,0.07596826735761172,0.08828681645796559,0.07456212258771952,0.06843873131766107,0.08507877390099791,0.13330938828550545,0.23429552571542867,0.06822030263829065,0.0958264634421691
2017-09-30,0.04414794183295305,0.0933666974876314,0.09320820983300536,0.07763801585863435,0.06776022271137645,0.08808888228922392,0.12407543133287688,0.19767625399295313,0.10254746619004733,0.13632718946909156
2017-06-30,0.03473392174515254,0.10508557335441132,0.09435383150579492,0.07504090093749774,0.06862039509890115,0.09122875882100795,0.1457064643648089,0.18480355807652252,0.10614317994753722,0.09980827818935761
2017-03-31,0.04941275666099855,0.10376938543298318,0.08057040989666067,0.0719759447238731,0.06245778359190429,0.08410967052590593,0.14394005254619482,0.18172966732843376,0.10373967336688399,0.1119997613672155
2016-12-31,0.0055276785912899765,0.06397293913496921,0.07993266280421803,0.06989665644419255,0.06642727878209928,0.08141075050652555,0.1295674322061537,0.19449682101293167,0.08927020999578228,0.07736725863261903
2016-09-30,0.012259483632591158,0.08292124696705784,0.09415713054764209,0.07609558680134718,0.07035550636120089,0.08628108399385087,0.1513522100909563,0.1676900044237353,0.09389708587067996,0.1381941447839224
2016-06-30,-0.02973225956802751,0.10406641401753625,0.09079848169592665,0.07636746918703716,0.06741375143815904,0.0867578848426714,0.14284931913919974,0.15588047802402066,0.06991306762502046,0.09206628250572933
