,Energy,Materials,Industrials,Consumer Discretionary,Consumer Staples,Health Care,Financials ,Information Technology,Communication Services,Utilities
2014-12-31,0.3488372093023256,0.06896551724137931,0.109375,0.23809523809523808,0.2,0.16363636363636364,0.32941176470588235,0.0625,0.16666666666666666,0.36666666666666664
2014-09-30,0.18604651162790697,0.16666666666666666,0.09375,0.20481927710843373,0.15,0.12727272727272726,0.19047619047619047,0.12307692307692308,0.6,0.3333333333333333
2014-06-30,0.3333333333333333,0.23333333333333334,0.1875,0.20238095238095238,0.35,0.05660377358490566,0.1686746987951807,0.15384615384615385,0.8,0.3333333333333333
2014-03-31,0.1590909090909091,0.25806451612903225,0.171875,0.2619047619047619,0.3333333333333333,0.25925925925925924,0.2682926829268293,0.12121212121212122,0.6,0.16666666666666666
2013-12-31,0.36363636363636365,0.25806451612903225,0.28125,0.2891566265060241,0.325,0.14814814814814814,0.2345679012345679,0.16923076923076924,0.16666666666666666,0.25806451612903225
2013-09-30,0.3488372093023256,0.25806451612903225,0.20634920634920634,0.21686746987951808,0.2,0.10909090909090909,0.3333333333333333,0.10606060606060606,0.3333333333333333,0.3870967741935484
2013-06-30,0.37209302325581395,0.3,0.26229508196721313,0.3132530120481928,0.225,0.16666666666666666,0.24691358024691357,0.18571428571428572,0.42857142857142855,0.41935483870967744
2013-03-31,0.2558139534883721,0.3333333333333333,0.32786885245901637,0.18518518518518517,0.2682926829268293,0.22641509433962265,0.19753086419753085,0.2714285714285714,0.25,0.41935483870967744
2012-12-31,0.37209302325581395,0.3333333333333333,0.31666666666666665,0.21686746987951808,0.2619047619047619,0.21153846153846154,0.24691358024691357,0.11428571428571428,0.375,0.25806451612903225
2012-09-30,0.36363636363636365,0.41935483870967744,0.288135593220339,0.20512820512820512,0.15,0.11764705882352941,0.2222222222222222,0.17142857142857143,0.25,0.3548387096774194
2012-06-30,0.4090909090909091,0.2,0.16666666666666666,0.2716049382716049,0.17073170731707318,0.15384615384615385,0.345679012345679,0.15714285714285714,0.125,0.375
